trade_id,timestamp,contract,action,price,volume,offset,commission,fee,quote,pr_long,pr_short,ta_long,ta_short,eg_long,eg_short,flag
5e1987fa-9971-46a8-81a8-cef6eed8021e,2025-05-09 09:21:59.642791,PR506,BUY,5832.0,2,CLOSE,1.7268000000000256,428.8950000000002,5832,0,6,20,0,4,0,0
5e1987fa-9971-46a8-81a8-cef6eed8021e,2025-05-09 09:21:59.719970,TA506,SELL,4650.0,5,CLOSE,15.0,428.8950000000002,0,0,6,15,0,4,0,0
5e1987fa-9971-46a8-81a8-cef6eed8021e,2025-05-09 09:21:59.760363,eg2506,SELL,4233.0,1,CLOSE,4.0,428.8950000000002,0,0,6,15,0,3,0,0
620e6a2a-c684-479c-ac39-e51d34f8689a,2025-05-09 09:32:36.581306,PR506,BUY,5836.0,2,CLOSE,1.7268000000000256,419.931,5836,0,4,15,0,3,0,0
620e6a2a-c684-479c-ac39-e51d34f8689a,2025-05-09 09:32:36.612943,TA506,SELL,4660.0,5,CLOSE,15.0,419.931,4664,0,4,10,0,3,0,0
620e6a2a-c684-479c-ac39-e51d34f8689a,2025-05-09 09:32:36.700474,eg2506,SELL,4241.0,1,CLOSE,4.0,419.931,4243,0,4,10,0,2,0,0
d7bf42d7-486b-4c5c-9936-4e0b05a74415,2025-05-09 13:47:18.309011,PR506,BUY,5832.0,2,CLOSE,1.7268000000000256,408.7399999999998,5832,0,2,10,0,2,0,0
d7bf42d7-486b-4c5c-9936-4e0b05a74415,2025-05-09 13:47:18.345674,TA506,SELL,4670.0,5,CLOSE,15.000000000000114,408.7399999999998,4672,0,2,5,0,2,0,0
d7bf42d7-486b-4c5c-9936-4e0b05a74415,2025-05-09 13:47:18.396313,eg2506,SELL,4242.0,1,CLOSE,4.0,408.7399999999998,4244,0,2,5,0,1,0,0
55c6c6d7-9575-45f3-a80b-84e50412bca6,2025-05-09 14:06:57.849192,PR506,BUY,5836.0,2,CLOSE,1.726799999999912,399.0279999999998,5836,0,0,5,0,1,0,0
55c6c6d7-9575-45f3-a80b-84e50412bca6,2025-05-09 14:06:57.895014,TA506,SELL,4686.0,5,CLOSE,15.0,399.0279999999998,4688,0,0,0,0,1,0,0
55c6c6d7-9575-45f3-a80b-84e50412bca6,2025-05-09 14:06:57.954014,eg2506,SELL,4242.0,1,CLOSE,4.0,399.0279999999998,4244,0,0,0,0,0,0,0
