trade_id,timestamp,contract,action,price,volume,offset,commission,fee,quote,pr_long,pr_short,ta_long,ta_short,eg_long,eg_short,flag
d4e2401f-dee1-462d-8645-ba88c8b92cca,2025-05-19 09:15:22.562402,PR507,BUY,6136.0,70,OPEN,64.218,389.5370000000005,6136,70,0,0,0,0,0,1
d4e2401f-dee1-462d-8645-ba88c8b92cca,2025-05-19 09:15:22.594293,TA507,SELL,4924.0,180,OPEN,540.0,389.5370000000005,4926,70,0,0,180,0,0,1
d4e2401f-dee1-462d-8645-ba88c8b92cca,2025-05-19 09:15:22.670385,eg2507,SELL,4557.0,35,OPEN,140.0,389.5370000000005,4559,70,0,0,180,0,35,1
34034ca9-11c7-4c3c-80a2-553d385f491f,2025-05-19 09:33:52.624990,PR507,BUY,6142.0,70,OPEN,64.21799999999996,379.106,6142,140,0,0,180,0,35,1
34034ca9-11c7-4c3c-80a2-553d385f491f,2025-05-19 09:33:52.653308,TA507,SELL,4942.0,180,OPEN,540.0,379.106,4944,140,0,0,360,0,35,1
34034ca9-11c7-4c3c-80a2-553d385f491f,2025-05-19 09:33:52.732196,eg2507,SELL,4560.0,35,OPEN,140.0,379.106,4562,140,0,0,360,0,70,1
ec0e3d77-6190-403a-991f-23f48f98457d,2025-05-19 09:47:08.117966,PR507,BUY,6116.0,70,OPEN,64.21800000000007,369.0849999999996,6116,210,0,0,360,0,70,1
ec0e3d77-6190-403a-991f-23f48f98457d,2025-05-19 09:47:08.145568,TA507,SELL,4930.0,180,OPEN,540.0,369.0849999999996,4932,210,0,0,540,0,70,1
ec0e3d77-6190-403a-991f-23f48f98457d,2025-05-19 09:47:08.184238,eg2507,SELL,4543.0,35,OPEN,140.0,369.0849999999996,4545,210,0,0,540,0,105,1
caa9158c-eff2-4623-b893-1c5759498896,2025-05-19 10:06:43.267692,PR507,SELL,6138.0,70,CLOSE,64.21799999999985,380.1310000000001,6138,140,0,0,540,0,105,1
caa9158c-eff2-4623-b893-1c5759498896,2025-05-19 10:06:43.528534,TA507,BUY,4944.0,180,CLOSE,540.0,380.1310000000001,4940,140,0,0,360,0,105,1
caa9158c-eff2-4623-b893-1c5759498896,2025-05-19 10:06:43.618025,eg2507,BUY,4545.0,35,CLOSE,140.0,380.1310000000001,4543,140,0,0,360,0,70,1
f9860c55-ced2-41ef-9892-177c71fd5ff6,2025-05-19 13:31:08.820102,PR507,SELL,6116.0,70,CLOSE,64.21799999999985,390.2450000000001,6116,70,0,0,360,0,70,1
f9860c55-ced2-41ef-9892-177c71fd5ff6,2025-05-19 13:31:08.867524,TA507,BUY,4910.0,180,CLOSE,540.0,390.2450000000001,4908,70,0,0,180,0,70,1
f9860c55-ced2-41ef-9892-177c71fd5ff6,2025-05-19 13:31:08.987949,eg2507,BUY,4531.0,35,CLOSE,140.0,390.2450000000001,4529,70,0,0,180,0,35,1
f620e7ba-89e2-49e5-a6cf-082bfd495c8f,2025-05-19 13:48:25.857791,PR507,SELL,6092.0,70,CLOSE,64.21799999999985,400.11199999999985,6092,0,0,0,180,0,35,1
f620e7ba-89e2-49e5-a6cf-082bfd495c8f,2025-05-19 13:48:25.888036,TA507,BUY,4876.0,180,CLOSE,540.0000000000005,400.11199999999985,4872,0,0,0,0,0,35,1
f620e7ba-89e2-49e5-a6cf-082bfd495c8f,2025-05-19 13:48:26.022484,eg2507,BUY,4522.0,35,CLOSE,140.0,400.11199999999985,4519,0,0,0,0,0,0,1
258c678f-bd6f-4b53-8d32-07453f856b08,2025-05-19 14:12:22.868765,PR507,BUY,6102.0,70,OPEN,64.21799999999985,389.6319999999996,6100,70,0,0,0,0,0,1
258c678f-bd6f-4b53-8d32-07453f856b08,2025-05-19 14:12:22.924866,TA507,SELL,4892.0,180,OPEN,540.0,389.6319999999996,4896,70,0,0,180,0,0,1
258c678f-bd6f-4b53-8d32-07453f856b08,2025-05-19 14:12:23.011805,eg2507,SELL,4526.0,35,OPEN,140.0,389.6319999999996,4528,70,0,0,180,0,35,1
