trade_id,timestamp,contract,action,price,volume,offset,commission,fee,quote,pr_long,pr_short,ta_long,ta_short,eg_long,eg_short,flag

bec338b3-42d5-4058-8f2b-012b0dae38ce,2025-05-08 11:16:08.299318,PR509,BUY,5750.0,2,CLOSE,1.7316000000000713,455.85299999999984,5750,0,12,35,0,7,0,0
bec338b3-42d5-4058-8f2b-012b0dae38ce,2025-05-08 11:16:08.329303,TA509,SELL,4524.0,5,CLOSE,15.0,455.85299999999984,4524,0,12,30,0,7,0,0
bec338b3-42d5-4058-8f2b-012b0dae38ce,2025-05-08 11:16:08.449324,eg2509,SELL,4218.0,1,CLOSE,4.0,455.85299999999984,4218,0,12,30,0,6,0,0
7d6b9796-37e8-4883-b790-25a328a26159,2025-05-08 14:45:12.402360,PR509,BUY,5752.0,2,CLOSE,1.7316000000000713,447.598,5752,0,10,30,0,6,0,0
7d6b9796-37e8-4883-b790-25a328a26159,2025-05-08 14:45:12.465109,TA509,SELL,4536.0,5,CLOSE,15.0,447.598,4536,0,10,25,0,6,0,0
7d6b9796-37e8-4883-b790-25a328a26159,2025-05-08 14:45:12.535109,eg2509,SELL,4229.0,1,CLOSE,4.0,447.598,4229,0,10,25,0,5,0,0
=======
0,2025-05-08 09:23:13.095313,PR506,BUY,5778.0,2,CLOSE,1.7316000000000713,459.9580000000001,5776,0,12,35,0,7,0,0
0,2025-05-08 09:23:13.123750,TA506,SELL,4564.0,5,CLOSE,15.0,459.9580000000001,4564,0,12,30,0,7,0,0
0,2025-05-08 09:23:13.167244,eg2506,SELL,4188.0,1,CLOSE,4.0,459.9580000000001,4188,0,12,30,0,6,0,0
d529de41-142b-44f4-9c3e-abb48c6d0e30,2025-05-08 11:14:58.219424,PR506,BUY,5818.0,2,CLOSE,1.7316000000000713,444.8299999999999,5818,0,10,30,0,6,0,0
d529de41-142b-44f4-9c3e-abb48c6d0e30,2025-05-08 11:14:58.246160,TA506,SELL,4608.0,5,CLOSE,15.0,444.8299999999999,4608,0,10,25,0,6,0,0
d529de41-142b-44f4-9c3e-abb48c6d0e30,2025-05-08 11:14:58.297577,eg2506,SELL,4238.0,1,CLOSE,4.0,444.8299999999999,4238,0,10,25,0,5,0,0
0539c215-642a-4a58-a6a3-ed97b76051a6,2025-05-08 13:33:57.854565,PR506,BUY,5806.0,2,CLOSE,1.7316000000000713,435.9229999999998,5806,0,8,25,0,5,0,0
0539c215-642a-4a58-a6a3-ed97b76051a6,2025-05-08 13:33:57.906242,TA506,SELL,4604.0,5,CLOSE,15.0,435.9229999999998,4604,0,8,20,0,5,0,0
0539c215-642a-4a58-a6a3-ed97b76051a6,2025-05-08 13:33:58.065348,eg2506,SELL,4240.0,1,CLOSE,4.0,435.9229999999998,4240,0,8,20,0,4,0,0
